Date,Campaign Group,Cost,Impressions ,Clicks ,CPC ,CTR ,Close Rate ,Quotes ,Sales ,CPQ ,CPS 
6/14/2020,Prospecting - Discovery,23153.6985,1725599,149995,0.154363135,0.086923439,0.022654,309,7,74.93106311,3307.671214
6/14/2020,Prospecting - Facebook,14088.5601,1477252,2909,4.843093881,0.001969197,0.010256,390,4,36.12451308,3522.140025
6/14/2020,Prospecting - Native,2460.14,0,2763,0.89038726,0.003333193,0,15,0,164.0093333,0
6/14/2020,RT - Discovery,3266.3579,214425,4943,0.660804754,0.023052349,0.027778,36,1,90.73216389,3266.3579
6/14/2020,RT - Display,2987.048,279040,639,4.67456651,0.002289994,0,29,0,103.0016552,0
6/14/2020,RT - Facebook,4285.64,179145,401,10.68738155,0.00223841,0,51,0,84.03215686,0
6/14/2020,RT - Native,0,0,0,0,0,0.333333,3,1,0,0
6/14/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
6/15/2020,Brand Search - Bing,6873.34,12251,1537,4.471919323,0.125459146,0.141818,275,39,24.99396364,176.2394872
6/15/2020,Brand Search - Google,86294.6977,16804,8419,10.24999379,0.501011664,0.141203,3541,500,24.37014903,172.5893954
6/15/2020,Monetization ,1620.29,687062,2823,0.573960326,0.0041088,0,0,0,0,0
6/15/2020,NB Search - Bing,1057.51,1197,79,13.38620253,0.065998329,0.032258,31,1,34.11322581,1057.51
6/15/2020,NB Search - Google,42082.45,18544,1484,28.35744609,0.080025884,0.089762,713,64,59.021669,657.5382813
6/15/2020,Prospecting - Discovery,19379.9971,1321004,140039,0.138389999,0.10600952,0.034722,288,10,67.2916566,1937.99971
6/15/2020,Prospecting - Facebook,14499.41,1309867,2584,5.61122678,0.001972719,0.016043,374,6,38.76847594,2416.568333
6/15/2020,Prospecting - Native,3221.06,0,3805,0.846533509,0.002552645,0.037037,27,1,119.2985185,3221.06
6/15/2020,RT - Discovery,3506.1872,164143,5689,0.616309931,0.034658804,0.025641,39,1,89.9022359,3506.1872
6/15/2020,RT - Display,4679.032,282540,650,7.198510769,0.002300559,0.093023,43,4,108.8146977,1169.758
6/15/2020,RT - Facebook,4351.58,165318,384,11.33223958,0.002322796,0.02439,41,1,106.1360976,4351.58
6/15/2020,RT - Native,0,0,0,0,0,0.066667,15,1,0,0
6/15/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
6/16/2020,Brand Search - Bing,6878.87,12494,1514,4.543507266,0.121178166,0.132841,271,36,25.38328413,191.0797222
6/16/2020,Brand Search - Google,76520.2651,15159,7709,9.926094837,0.50854278,0.141458,3471,491,22.0455964,155.8457538
6/16/2020,Monetization ,1575.75,604027,2809,0.560964756,0.004650454,0,0,0,0,0
6/16/2020,NB Search - Bing,1035.01,1435,78,13.26935897,0.054355401,0.083333,24,2,43.12541667,517.505
6/16/2020,NB Search - Google,40669.72,18049,1490,27.29511409,0.08255305,0.073976,757,56,53.72486129,726.245
6/16/2020,Prospecting - Discovery,11293.2842,1033454,95463,0.118300118,0.092372762,0.029167,240,7,47.05535083,1613.326314
6/16/2020,Prospecting - Facebook,14437.8002,1264894,2499,5.777431052,0.00197566,0.02356,382,9,37.79528848,1604.200022
6/16/2020,Prospecting - Native,3126.01,0,3378,0.925402605,0.002444637,0.066667,15,1,208.4006667,3126.01
6/16/2020,RT - Discovery,3342.1325,179423,5449,0.613347862,0.030369574,0.041667,48,2,69.62776042,1671.06625
6/16/2020,RT - Display,5497.512,270751,664,8.279385542,0.002452438,0.068182,44,3,124.9434545,1832.504
6/16/2020,RT - Facebook,4292.37,153906,320,13.41365625,0.002079191,0.025641,39,1,110.0607692,4292.37
6/16/2020,RT - Native,0,0,0,0,0,0,8,0,0,0
6/16/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
6/17/2020,Brand Search - Bing,6232.42,12180,1285,4.850132296,0.105500821,0.165939,229,38,27.21580786,164.0110526
6/17/2020,Brand Search - Google,75429.03,15057,7502,10.05452279,0.498240021,0.145785,3464,505,21.77512413,149.3644158
6/17/2020,Monetization ,1696.25,654267,2753,0.616146023,0.004207762,0,0,0,0,0
6/17/2020,NB Search - Bing,1177.16,1278,89,13.22651685,0.069640063,0.206897,29,6,40.59172414,196.1933333
6/17/2020,NB Search - Google,41755.83,17564,1533,27.23798434,0.087280802,0.072165,776,56,53.80905928,745.6398214
6/17/2020,Prospecting - Discovery,8776.9583,708205,98960,0.08869198,0.139733552,0.042857,210,9,41.79503952,975.2175889
6/17/2020,Prospecting - Facebook,14152.8301,1443713,2783,5.085458175,0.001927668,0.009685,413,4,34.26835375,3538.207525
6/17/2020,Prospecting - Native,2609.57,0,2719,0.959753586,0.00239438,0.130435,23,3,113.4595652,869.8566667
6/17/2020,Prospecting - YouTube,0,0,0,0,0,0,0,0,0,0
6/17/2020,RT - Discovery,3725.389,185302,6284,0.592837206,0.033912208,0.05,60,3,62.08981667,1241.796333
6/17/2020,RT - Display,4456.876,266939,690,6.45924058,0.00258486,0.075472,53,4,84.092,1114.219
6/17/2020,RT - Facebook,4208.6299,177741,367,11.4676564,0.002064802,0.038462,52,2,80.93519038,2104.31495
6/17/2020,RT - Native,0,0,0,0,0,0,13,0,0,0
6/17/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
6/18/2020,Brand Search - Bing,6530,7646,1145,5.703056769,0.149751504,0.14741,251,37,26.01593625,176.4864865
6/18/2020,Brand Search - Google,84925.644,15114,7729,10.98792134,0.511380177,0.143024,3419,489,24.83932261,173.6720736
6/18/2020,Monetization ,1669.65,634564,2814,0.593336887,0.004434541,0,0,0,0,0
6/18/2020,NB Search - Bing,1204.68,1175,89,13.53573034,0.075744681,0.074074,27,2,44.61777778,602.34
6/18/2020,NB Search - Google,37583.18,16928,1386,27.11629149,0.081876181,0.096154,676,65,55.59642012,578.2027692
6/18/2020,Prospecting - Discovery,13538.9409,910440,85200,0.158907757,0.093581126,0.03139,223,7,60.71273946,1934.134414
6/18/2020,Prospecting - Facebook,14459.09,1496680,2761,5.236903296,0.00184475,0.013953,430,6,33.6257907,2409.848333
6/18/2020,Prospecting - Native,2774.72,0,2699,1.028054835,0.002775182,0.05,20,1,138.736,2774.72
6/18/2020,RT - Discovery,3260.0669,168688,5680,0.57395544,0.03367163,0.113636,44,5,74.09242955,652.01338
6/18/2020,RT - Display,4666.196,298049,793,5.88423203,0.002660636,0.074074,54,4,86.41103704,1166.549
6/18/2020,RT - Facebook,4286.98,164599,386,11.1061658,0.002345093,0.041667,48,2,89.31208333,2143.49
6/18/2020,RT - Native,0,0,0,0,0,0,5,0,0,0
6/18/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
6/19/2020,Brand Search - Bing,5678.4,5389,971,5.847991761,0.180181852,0.181416,226,41,25.12566372,138.497561
6/19/2020,Brand Search - Google,83578.2,15172,7727,10.81638411,0.509293435,0.174442,3451,602,24.21854535,138.8342193
6/19/2020,Monetization ,1687.16,714399,2805,0.601483066,0.003926377,0,0,0,0,0
6/19/2020,NB Search - Bing,980.2,1109,73,13.42739726,0.065825068,0.071429,28,2,35.00714286,490.1
6/19/2020,NB Search - Google,35209.48,15698,1296,27.16780864,0.082558288,0.103611,637,66,55.27390895,533.4769697
6/19/2020,Prospecting - Discovery,12121.3756,956851,107492,0.112765374,0.11233933,0.090395,177,16,68.48234802,757.585975
6/19/2020,Prospecting - Facebook,14518.5401,1524347,2738,5.302607779,0.001796179,0.026699,412,11,35.239175,1319.867282
6/19/2020,Prospecting - Native,2942.67,0,3065,0.960088091,0.00264326,0.041667,24,1,122.61125,2942.67
6/19/2020,RT - Discovery,3419.508,179714,5808,0.588758264,0.032318016,0.054054,37,2,92.41913514,1709.754
6/19/2020,RT - Display,4137.716,284700,749,5.524320427,0.002630839,0.104167,48,5,86.20241667,827.5432
6/19/2020,RT - Facebook,4362.12,175364,421,10.36133017,0.002400721,0.051724,58,3,75.20896552,1454.04
6/19/2020,RT - Native,0,0,0,0,0,0,6,0,0,0
6/19/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
6/20/2020,Brand Search - Bing,3004.91,3835,584,5.145393836,0.152281617,0.089655,145,13,20.72351724,231.1469231
6/20/2020,Brand Search - Google,52137.73,10053,5270,9.8933074,0.524221625,0.138539,2382,330,21.88821579,157.9931212
6/20/2020,Monetization ,1749.0598,597311,2682,0.652147576,0.004490123,0,0,0,0,0
6/20/2020,NB Search - Bing,634.63,641,45,14.10288889,0.070202808,0,19,0,33.40157895,0
6/20/2020,NB Search - Google,25680.53,10722,875,29.34917714,0.081607909,0.074157,445,33,57.70905618,778.1978788
6/20/2020,Prospecting - Discovery,7998.0385,641054,54937,0.145585644,0.085697929,0.079365,126,10,63.47649603,799.80385
6/20/2020,Prospecting - Facebook,15460.2699,1526740,2744,5.634209147,0.001797294,0.020772,337,7,45.87617181,2208.609986
6/20/2020,Prospecting - Native,2365.41,0,2197,1.076654529,0.00314294,0.153846,13,2,181.9546154,1182.705
6/20/2020,RT - Discovery,3006.138,152167,4952,0.607055331,0.032543193,0.090909,33,3,91.09509091,1002.046
6/20/2020,RT - Display,4131.428,254358,731,5.65174829,0.002873902,0.095238,42,4,98.36733333,1032.857
6/20/2020,RT - Facebook,4743.93,188530,422,11.24154028,0.002238371,0.038462,52,2,91.22942308,2371.965
6/20/2020,RT - Native,0,0,0,0,0,0,2,0,0,0
6/20/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
6/21/2020,Brand Search - Bing,2282.74,4259,484,4.716404959,0.1136417,0.130081,123,16,18.55886179,142.67125
6/21/2020,Brand Search - Google,32573.37,7416,3543,9.193725656,0.477750809,0.093125,1600,149,20.35835625,218.6132215
6/21/2020,Monetization ,1666.7101,588693,2928,0.569231592,0.00497373,0,0,0,0,0
6/21/2020,NB Search - Bing,501.69,602,36,13.93583333,0.059800664,0.071429,14,1,35.835,501.69
6/21/2020,NB Search - Google,20637.6,9952,744,27.73870968,0.074758842,0.060519,347,21,59.47435159,982.7428571
6/21/2020,Prospecting - Discovery,10374.1451,786984,91563,0.113300625,0.116346711,0.026144,153,4,67.80486993,2593.536275
6/21/2020,Prospecting - Facebook,13962.0198,1527853,2574,5.424250117,0.001684717,0.009259,324,3,43.0926537,4654.0066
6/21/2020,Prospecting - Native,2257.81,0,2055,1.098690998,0.00295609,0.125,8,1,282.22625,2257.81
6/21/2020,RT - Discovery,2762.146,142321,4738,0.582977206,0.033290941,0.066667,30,2,92.07153333,1381.073
6/21/2020,RT - Display,3696.436,255892,714,5.177081232,0.00279024,0.02,50,1,73.92872,3696.436
6/21/2020,RT - Facebook,4203,176401,381,11.03149606,0.002159852,0.042553,47,2,89.42553191,2101.5
6/21/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
6/22/2020,Brand Search - Bing,5228.07,5068,914,5.719989059,0.180347277,0.111111,270,30,19.36322222,174.269
6/22/2020,Brand Search - Google,84225.1109,16493,8068,10.43940393,0.489177227,0.134157,3481,467,24.1956653,180.3535565
6/22/2020,Monetization ,1632.9,600156,2720,0.600330882,0.004532155,0,0,0,0,0
6/22/2020,NB Search - Bing,1051.54,1336,72,14.60472222,0.053892216,0.035714,28,1,37.555,1051.54
6/22/2020,NB Search - Google,42380.66,18532,1528,27.73603403,0.082451975,0.080229,698,56,60.71727794,756.7975
6/22/2020,Prospecting - Discovery,8336.2824,675722,67653,0.123221179,0.100119576,0.034286,175,6,47.63589943,1389.3804
6/22/2020,Prospecting - Facebook,14632.2199,1393692,2371,6.171328511,0.001701237,0.005495,364,2,40.19840632,7316.10995
6/22/2020,Prospecting - Native,2840.33,0,2604,1.090756528,0.002502739,0,25,0,113.6132,0
6/22/2020,RT - Discovery,3275.0926,148406,5578,0.587144604,0.037586081,0.041667,48,2,68.23109583,1637.5463
6/22/2020,RT - Display,2929.772,282613,696,4.209442529,0.002462732,0.069767,43,3,68.13423256,976.5906667
6/22/2020,RT - Facebook,4346.43,158383,372,11.68395161,0.002348737,0.035714,56,2,77.61482143,2173.215
6/22/2020,RT - Native,0,0,0,0,0,0.2,5,1,0,0
6/22/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
6/23/2020,Brand Search - Bing,5451.94,4408,789,6.909936629,0.17899274,0.119048,210,25,25.96161905,218.0776
6/23/2020,Brand Search - Google,79833.935,15617,7722,10.33850492,0.494461164,0.131378,3410,448,23.41171114,178.2007478
6/23/2020,Monetization ,1629.86,503442,2890,0.563965398,0.005740483,0,0,0,0,0
6/23/2020,NB Search - Bing,1357.61,1319,93,14.59795699,0.070507961,0.142857,28,4,48.48607143,339.4025
6/23/2020,NB Search - Google,42494.39,18722,1555,27.32758199,0.083057366,0.084932,730,62,58.21149315,685.3933871
6/23/2020,Prospecting - Discovery,9683.4441,792699,74757,0.129532273,0.094306919,0.080952,210,17,46.11163857,569.6143588
6/23/2020,Prospecting - Facebook,14185.32,1211578,2375,5.972766316,0.001960253,0.00978,409,4,34.68293399,3546.33
6/23/2020,Prospecting - Native,2645,0,2384,1.109479866,0.002484801,0,21,0,125.952381,0
6/23/2020,RT - Discovery,3257.9606,180684,5633,0.578370424,0.031175976,0.0625,32,2,101.8112688,1628.9803
6/23/2020,RT - Display,4387.732,287739,705,6.223733333,0.002450137,0.214286,42,9,104.4698095,487.5257778
6/23/2020,RT - Facebook,4212.26,155651,374,11.26272727,0.002402811,0,46,0,91.57086957,0
6/23/2020,RT - Native,0,0,0,0,0,0,2,0,0,0
6/23/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
6/24/2020,Brand Search - Bing,5585.45,4766,770,7.253831169,0.161561057,0.170635,252,43,22.16448413,129.894186
6/24/2020,Brand Search - Google,78324.92,15276,7384,10.60738353,0.483372611,0.140036,3342,468,23.43654099,167.3609402
6/24/2020,Monetization ,1647.2802,469340,2793,0.589788829,0.00595091,0,0,0,0,0
6/24/2020,NB Search - Bing,1225.66,1398,82,14.94707317,0.058655222,0.129032,31,4,39.53741935,306.415
6/24/2020,NB Search - Google,44416.57,18427,1574,28.2189136,0.085418136,0.07393,771,57,57.60904021,779.2380702
6/24/2020,Prospecting - Discovery,8973.0391,697314,50366,0.178156675,0.07222858,0.038647,207,8,43.34801498,1121.629888
6/24/2020,Prospecting - Facebook,14239.6399,1171965,2247,6.337178416,0.001917293,0.020253,395,8,36.04972127,1779.954988
6/24/2020,Prospecting - Native,2428.16,0,2096,1.158473282,0.002285841,0.157895,19,3,127.7978947,809.3866667
6/24/2020,RT - Discovery,3240.9421,161735,5339,0.607031673,0.033010789,0.046512,43,2,75.37074651,1620.47105
6/24/2020,RT - Display,4344.2,224308,588,7.388095238,0.002621396,0.108696,46,5,94.43913043,868.84
6/24/2020,RT - Facebook,4236.49,147061,347,12.2089049,0.002359565,0,43,0,98.52302326,0
6/24/2020,RT - Native,0,0,0,0,0,0,4,0,0,0
6/24/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
6/25/2020,Brand Search - Bing,6101.99,5010,853,7.153563892,0.170259481,0.128755,233,30,26.18879828,203.3996667
6/25/2020,Brand Search - Google,88463.21,15593,7716,11.46490539,0.494837427,0.148791,3515,523,25.16734282,169.145717
6/25/2020,Monetization ,1651.69,514698,2471,0.668429786,0.004800874,0,0,0,0,0
6/25/2020,NB Search - Bing,1362.22,1429,109,12.49743119,0.076277117,0.105263,38,4,35.84789474,340.555
6/25/2020,NB Search - Google,41302.56,17889,1466,28.17364256,0.081949802,0.082153,706,58,58.50220963,712.1131034
6/25/2020,Prospecting - Discovery,8113.7141,641491,61886,0.131107425,0.096472125,0.019737,152,3,53.37969803,2704.571367
6/25/2020,Prospecting - Facebook,14289.3001,1162392,2294,6.22898871,0.001973517,0.009828,407,4,35.10884545,3572.325025
6/25/2020,Prospecting - Native,2276.41,0,1769,1.28683437,0.002281397,0.05,20,1,113.8205,2276.41
6/25/2020,RT - Discovery,3237.4288,170484,5430,0.596211565,0.031850496,0.071429,42,3,77.0816381,1079.142933
6/25/2020,RT - Display,3935.876,269894,700,5.62268,0.002593611,0.046512,43,2,91.532,1967.938
6/25/2020,RT - Facebook,4296.99,160108,349,12.31229226,0.002179779,0.09434,53,5,81.07528302,859.398
6/25/2020,RT - Native,0,0,0,0,0,0,1,0,0,0
6/25/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
6/26/2020,Brand Search - Bing,5078.13,6394,811,6.261565968,0.12683766,0.154206,214,33,23.72957944,153.8827273
6/26/2020,Brand Search - Google,90568.7217,15436,7589,11.93421026,0.491642913,0.167769,3326,558,27.23052366,162.3095371
6/26/2020,Monetization ,1676.85,538432,2427,0.69091471,0.004507533,0,0,0,0,0
6/26/2020,NB Search - Bing,1114.34,1167,83,13.42578313,0.071122536,0.111111,36,4,30.95388889,278.585
6/26/2020,NB Search - Google,39859.35,16345,1396,28.55254298,0.085408382,0.090529,718,65,55.51441504,613.2207692
6/26/2020,Prospecting - Discovery,6916.5191,522893,54101,0.12784457,0.103464762,0.104348,115,12,60.14364435,576.3765917
6/26/2020,Prospecting - Facebook,14545.8299,1235272,2129,6.832235744,0.001723507,0.016997,353,6,41.206317,2424.304983
6/26/2020,Prospecting - Native,2315.1,0,1659,1.395479204,0.00236817,0.058824,17,1,136.1823529,2315.1
6/26/2020,RT - Discovery,3134.8956,159838,5101,0.614564909,0.031913562,0.04878,41,2,76.46086829,1567.4478
6/26/2020,RT - Display,4460.112,253852,659,6.768,0.002596001,0.093023,43,4,103.7235349,1115.028
6/26/2020,RT - Facebook,4369.15,152848,370,11.80851351,0.002420706,0.022222,45,1,97.09222222,4369.15
6/26/2020,RT - Native,0,0,0,0,0,0,1,0,0,0
6/26/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
6/27/2020,Brand Search - Bing,2845.14,3105,453,6.280662252,0.14589372,0.125,152,19,18.71802632,149.7442105
6/27/2020,Brand Search - Google,59833.58,10714,5358,11.16714819,0.500093336,0.143531,2543,365,23.52873771,163.9276164
6/27/2020,Monetization ,1756.71,585821,2397,0.732878598,0.004091694,0,0,0,0,0
6/27/2020,NB Search - Bing,626.79,699,38,16.49447368,0.054363376,0.263158,19,5,32.98894737,125.358
6/27/2020,NB Search - Google,28932.19,11561,991,29.1949445,0.085719228,0.107212,513,55,56.39803119,526.0398182
6/27/2020,Prospecting - Discovery,9481.7119,610678,66223,0.143178532,0.108441765,0.044199,181,8,52.38514862,1185.213988
6/27/2020,Prospecting - Display,3.51,2023,21,0.167142857,0.010380623,0,0,0,0,0
6/27/2020,Prospecting - Facebook,15709.0502,1244510,2358,6.662022986,0.001894722,0.014451,346,5,45.40187919,3141.81004
6/27/2020,Prospecting - Native,1848.77,0,1304,1.417768405,0.002894112,0.0625,16,1,115.548125,1848.77
6/27/2020,Prospecting - YouTube,0,0,0,0,0,0,1,0,0,0
6/27/2020,RT - Discovery,2930.1523,136657,4455,0.657722177,0.032599867,0.054054,37,2,79.19330541,1465.07615
6/27/2020,RT - Display,2406.716,235328,703,3.423493599,0.00298732,0.1,30,3,80.22386667,802.2386667
6/27/2020,RT - Facebook,4785.68,169213,429,11.15543124,0.002535266,0.053571,56,3,85.45857143,1595.226667
6/27/2020,RT - Native,0,0,0,0,0,0,4,0,0,0
6/27/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
6/28/2020,Brand Search - Bing,2435.71,2501,402,6.0589801,0.160735706,0.125984,127,16,19.1788189,152.231875
6/28/2020,Brand Search - Google,40573.37,8546,3987,10.17641585,0.466534051,0.099531,1919,191,21.14297551,212.4260209
6/28/2020,Monetization ,1666.59,626638,2391,0.697026349,0.0038156,0,0,0,0,0
6/28/2020,NB Search - Bing,582.32,673,39,14.93128205,0.05794948,0,15,0,38.82133333,0
6/28/2020,NB Search - Google,26972.57,10883,908,29.70547357,0.083432877,0.037611,452,17,59.67382743,1586.621765
6/28/2020,Prospecting - Discovery,7539.0277,619401,51691,0.145847975,0.083453207,0.036364,165,6,45.69107697,1256.504617
6/28/2020,Prospecting - Display,2.23,619,6,0.371666667,0.009693053,0,0,0,0,0
6/28/2020,Prospecting - Facebook,13978.0901,1224113,2297,6.085367915,0.001876461,0.008287,362,3,38.61350856,4659.363367
6/28/2020,Prospecting - Native,1760.71,0,1221,1.442022932,0.002873881,0.055556,18,1,97.81722222,1760.71
6/28/2020,RT - Discovery,2767.415,135982,4495,0.615665184,0.033055846,0,31,0,89.27145161,0
6/28/2020,RT - Display,3265.872,231182,689,4.740017417,0.002980336,0.081081,37,3,88.26681081,1088.624
6/28/2020,RT - Facebook,4199.97,154448,346,12.13864162,0.002240236,0,45,0,93.33266667,0
6/28/2020,RT - Native,0,0,0,0,0,0,1,0,0,0
6/28/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
6/29/2020,Brand Search - Bing,4878.02,4290,726,6.719035813,0.169230769,0.146341,205,30,23.79521951,162.6006667
6/29/2020,Brand Search - Google,89651.3214,17070,7947,11.28115281,0.465553603,0.135182,3425,463,26.17556829,193.6313637
6/29/2020,Monetization ,1660.48,603701,2662,0.6237716,0.004409468,0,0,0,0,0
6/29/2020,NB Search - Bing,1261.74,1252,94,13.42276596,0.075079872,0.166667,48,8,26.28625,157.7175
6/29/2020,NB Search - Google,49185.55,19082,1650,29.80942424,0.086468924,0.054334,773,42,63.62943079,1171.084524
6/29/2020,Prospecting - Discovery,7814.2898,639926,62150,0.12573274,0.097120605,0.006135,163,1,47.94042822,7814.2898
6/29/2020,Prospecting - Display,25.58,47689,86,0.29744186,0.001803351,0,0,0,0,0
6/29/2020,Prospecting - Facebook,14614.5601,1289805,2213,6.603958473,0.001715763,0.026385,379,10,38.56084459,1461.45601
6/29/2020,Prospecting - Native,2907.34,0,2158,1.347238184,0.002815391,0.052632,19,1,153.0178947,2907.34
6/29/2020,Prospecting - YouTube,0,0,0,0,0,0,0,0,0,0
6/29/2020,RT - Discovery,3286.2179,131701,5219,0.629664284,0.039627641,0.021739,46,1,71.43951957,3286.2179
6/29/2020,RT - Display,1689.34,246378,682,2.477038123,0.002768104,0,33,0,51.19212121,0
6/29/2020,RT - Facebook,4347.93,158240,345,12.60269565,0.002180233,0.097561,41,4,106.0470732,1086.9825
6/29/2020,RT - Native,0,0,0,0,0,0,4,0,0,0
6/29/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
6/30/2020,Brand Search - Bing,5882.76,5189,828,7.104782609,0.159568318,0.19305,259,50,22.71335907,117.6552
6/30/2020,Brand Search - Google,84999.8968,16231,7979,10.6529511,0.491590167,0.141862,3588,509,23.69004928,166.9939033
6/30/2020,Monetization ,1667.9,690297,2579,0.646723536,0.003736073,0,0,0,0,0
6/30/2020,NB Search - Bing,1132.67,1324,78,14.52141026,0.058912387,0.12,25,3,45.3068,377.5566667
6/30/2020,NB Search - Google,56855.35,155559,7864,7.229825788,0.050553166,0.085253,868,74,65.5015553,768.3155405
6/30/2020,Prospecting - Discovery,11398.9473,864574,89344,0.127584922,0.103338754,0.025751,233,6,48.9225206,1899.82455
6/30/2020,Prospecting - Display,2.94,3376,17,0.172941176,0.005035545,0,0,0,0,0
6/30/2020,Prospecting - Facebook,14642.2301,1371491,2512,5.828913256,0.001831583,0.018913,423,8,34.61520118,1830.278763
6/30/2020,Prospecting - Native,3048.93,0,2681,1.137236106,0.003194812,0.038462,26,1,117.2665385,3048.93
6/30/2020,Prospecting - YouTube,0,0,0,0,0,0,0,0,0,0
6/30/2020,RT - Discovery,3562.3753,133152,5786,0.615688783,0.043454098,0.051724,58,3,61.42026379,1187.458433
6/30/2020,RT - Display,2431.432,240026,635,3.829026772,0.002645547,0.078947,38,3,63.98505263,810.4773333
6/30/2020,RT - Facebook,4288.74,156380,396,10.83015152,0.002532293,0.043478,46,2,93.23347826,2144.37
6/30/2020,RT - Native,0,0,0,0,0,0,2,0,0,0
6/30/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
7/1/2020,Brand Search - Bing,5894.72,6725,882,6.683356009,0.131152416,0.191837,245,47,24.06008163,125.4195745
7/1/2020,Brand Search - Google,85215.6619,16455,8127,10.48550042,0.493892434,0.155581,3548,552,24.01794304,154.3761991
7/1/2020,Monetization ,559.57,278275,1027,0.544858812,0.003690594,0,0,0,0,0
7/1/2020,NB Search - Bing,1182.8,1267,89,13.28988764,0.070244672,0,31,0,38.15483871,0
7/1/2020,NB Search - Google,51290.67,20942,1714,29.92454492,0.081845096,0.084309,854,72,60.05933255,712.3704167
7/1/2020,Prospecting - Discovery,10792.4268,800674,1971,5.475609741,0.002461676,0.020305,197,4,54.78389239,2698.1067
7/1/2020,Prospecting - Display,0.56,387,5,0.112,0.012919897,0,0,0,0,0
7/1/2020,Prospecting - Facebook,5282.59,611503,1179,4.480568278,0.001928036,0.02924,171,5,30.89233918,1056.518
7/1/2020,Prospecting - Native,3811.68,0,3406,1.119107457,0.002456104,0.076923,13,1,293.2061538,3811.68
7/1/2020,Prospecting - YouTube,525.7387,37678,92,5.714551087,0.002441743,0,3,0,175.2462333,0
7/1/2020,RT - Discovery,3358.4925,111907,600,5.5974875,0.005361595,0.088235,34,3,98.77919118,1119.4975
7/1/2020,RT - Display,6035.398,281392,701,8.609697575,0.002491187,0.195652,46,9,131.2043043,670.5997778
7/1/2020,RT - Facebook,1599.44,74669,163,9.812515337,0.002182968,0.066667,15,1,106.6293333,1599.44
7/1/2020,RT - Native,0,0,0,0,0,0,1,0,0,0
7/2/2020,Brand Search - Bing,5419.59,7490,908,5.968711454,0.121228304,0.200837,239,48,22.67610879,112.908125
7/2/2020,Brand Search - Google,90193.4,16320,8171,11.03823277,0.50067402,0.169411,3583,607,25.1725928,148.5887974
7/2/2020,NB Search - Bing,846.16,1124,65,13.01784615,0.057829181,0.173913,23,4,36.78956522,211.54
7/2/2020,NB Search - Google,51004.36,17456,1739,29.32970673,0.099621907,0.076566,862,66,59.16979118,772.7933333
7/2/2020,Prospecting - Discovery,11087.4762,929095,2165,5.12123612,0.002330225,0.042105,190,8,58.35513789,1385.934525
7/2/2020,Prospecting - Display,0.47,663,2,0.235,0.003016591,0,0,0,0,0
7/2/2020,Prospecting - Facebook,0,0,0,0,0,3,1,3,0,0
7/2/2020,Prospecting - Native,3531.2,0,3037,1.162726375,0.002269665,0.066667,30,2,117.7066667,1765.6
7/2/2020,Prospecting - YouTube,3723.7628,236377,733,5.080167531,0.003100979,0,10,0,372.37628,0
7/2/2020,RT - Discovery,3095.6835,121692,636,4.867426887,0.005226309,0.089286,56,5,55.2800625,619.1367
7/2/2020,RT - Display,4305.166,246680,673,6.396977712,0.002728231,0.106383,47,5,91.5992766,861.0332
7/2/2020,RT - Facebook,0,0,0,0,0,1,1,1,0,0
7/2/2020,RT - Native,0,0,0,0,0,0.25,4,1,0,0
7/2/2020,RT - YouTube,1645.8164,73238,322,5.111231056,0.004396625,0,0,0,0,0
7/3/2020,Brand Search - Bing,4236.38,4543,666,6.360930931,0.146599164,0.142857,182,26,23.27681319,162.9376923
7/3/2020,Brand Search - Google,78710.04,13846,7327,10.74246486,0.529178102,0.193141,3324,642,23.67931408,122.6013084
7/3/2020,NB Search - Bing,521.42,776,38,13.72157895,0.048969072,0,9,0,57.93555556,0
7/3/2020,NB Search - Google,42756.98,14299,1388,30.80474063,0.097069725,0.092219,694,64,61.60948127,668.0778125
7/3/2020,Prospecting - Discovery,11575.6943,927287,2299,5.035099739,0.002479276,0.040816,196,8,59.0596648,1446.961788
7/3/2020,Prospecting - Display,1.7,373,4,0.425,0.010723861,0,0,0,0,0
7/3/2020,Prospecting - Facebook,0,0,0,0,0,0,0,2,0,0
7/3/2020,Prospecting - Native,3862.96,0,3062,1.261580666,0.002236927,0.076923,26,2,148.5753846,1931.48
7/3/2020,Prospecting - YouTube,3763.0565,228303,760,4.951390132,0.003328909,0,7,0,537.5795,0
