Date,Campaign Group,Cost,Impressions ,Clicks ,CPC ,CTR ,Close Rate ,Quotes ,Sales ,CPQ ,CPS 
8/18/2020,Posts - Facebook,0,0,0,0,0,0,0,0,0,0
8/18/2020,Prospecting - Discovery,8838.2765,657818,2855,3.095718564,0.004340106,0.02069,145,3,60.95363103,2946.092167
8/18/2020,Prospecting - Display,150.3,17755,123,1.22195122,0.006927626,0,0,0,0,0
8/18/2020,Prospecting - Facebook,3627.0601,239246,607,5.975387315,0.002537138,0.015873,189,3,19.19079418,1209.020033
8/18/2020,Prospecting - Native,4132.27,0,5795,0.713075065,0.002676936,0.1,30,3,137.7423333,1377.423333
8/18/2020,Prospecting - YouTube,3866.2893,173539,574,6.735695645,0.003307614,0.1,10,1,386.62893,3866.2893
8/18/2020,RT - Discovery,2729.0551,165334,1247,2.188496472,0.007542308,0.075,40,3,68.2263775,909.6850333
8/18/2020,RT - Display,2740.67,175277,506,5.416343874,0.002886859,0.227273,22,5,124.5759091,548.134
8/18/2020,RT - Facebook,5336.74,290508,511,10.4437182,0.001758988,0.040816,49,2,108.9130612,2668.37
8/18/2020,RT - Native,33.3,0,18,1.85,0.004399902,0,3,0,11.1,0
8/18/2020,RT - YouTube,2269.5913,70759,342,6.636231871,0.004833307,0,0,0,0,0
8/19/2020,Brand Search - Bing,5405.06,5325,720,7.507027778,0.135211268,0.153061,196,30,27.57683673,180.1686667
8/19/2020,Brand Search - Google,80272.13,13735,6403,12.53664376,0.466181289,0.12513,2893,362,27.74702039,221.7462155
8/19/2020,NB Search - Bing,1073.27,1626,72,14.90652778,0.044280443,0.181818,22,4,48.785,268.3175
8/19/2020,NB Search - Google,50708.3,19255,1629,31.12848373,0.084601402,0.080255,785,63,64.59656051,804.8936508
8/19/2020,Posts - Facebook,0,0,0,0,0,0,0,0,0,0
8/19/2020,Prospecting - Discovery,0,0,0,0,0,0.333333,9,3,0,0
8/19/2020,Prospecting - Display,153.84,18348,133,1.156691729,0.007248746,0,0,0,0,0
8/19/2020,Prospecting - Facebook,0,0,0,0,0,0.5,2,1,0,0
8/19/2020,Prospecting - Native,489.79,0,430,1.139046512,0.004447938,0,2,0,244.895,0
8/19/2020,Prospecting - YouTube,90.2717,6490,23,3.924856522,0.003543914,0,7,0,12.89595714,0
8/19/2020,RT - Discovery,2845.5631,176894,1268,2.244134937,0.007168135,0.1,50,5,56.911262,569.11262
8/19/2020,RT - Display,3098.753,212056,551,5.623871143,0.00259837,0,24,0,129.1147083,0
8/19/2020,RT - Facebook,10327,553570,1021,10.11459354,0.001844392,0.022727,88,2,117.3522727,5163.5
8/19/2020,RT - Native,0,0,0,0,0,0,2,0,0,0
8/19/2020,RT - YouTube,2049.5796,62741,285,7.191507368,0.004542484,0,0,0,0,0
8/20/2020,Brand Search - Bing,6211.37,5703,817,7.602656059,0.143257934,0.127358,212,27,29.29891509,230.0507407
8/20/2020,Brand Search - Google,90133.35,13823,6927,13.01188826,0.50112132,0.13906,3085,429,29.21664506,210.101049
8/20/2020,NB Search - Bing,998.22,1564,73,13.67424658,0.046675192,0,25,0,39.9288,0
8/20/2020,NB Search - Google,50811.6,18456,1649,30.81358399,0.089347638,0.071151,773,55,65.73298836,923.8472727
8/20/2020,Prospecting - Discovery,0,0,0,0,0,0.5,6,3,0,0
8/20/2020,Prospecting - Display,153.41,21018,126,1.217539683,0.005994862,0,0,0,0,0
8/20/2020,Prospecting - Facebook,0,0,0,0,0,0,2,0,0,0
8/20/2020,Prospecting - Native,264.33,0,203,1.302118227,0.003873676,0,6,0,44.055,0
8/20/2020,Prospecting - Twitter,0,0,0,0,0,0,1,0,0,0
8/20/2020,Prospecting - YouTube,0,0,0,0,0,0,6,0,0,0
8/20/2020,RT - Discovery,2484.1133,146365,1141,2.177136985,0.00779558,0.078947,38,3,65.37140263,828.0377667
8/20/2020,RT - Display,2006.31,142530,424,4.731863208,0.002974812,0.111111,18,2,111.4616667,1003.155
8/20/2020,RT - Facebook,10554.8798,584620,1049,10.06184919,0.001794328,0.029703,101,3,104.5037604,3518.293267
8/20/2020,RT - Native,0,0,0,0,0,0,1,0,0,0
8/20/2020,RT - YouTube,1103.6042,31390,133,8.29777594,0.004237018,0,0,0,0,0
8/21/2020,Brand Search - Bing,5369.88,5764,733,7.325893588,0.127168633,0.172589,197,34,27.25827411,157.9376471
8/21/2020,Brand Search - Google,92582.23,14157,7066,13.10249505,0.499117045,0.166505,3087,514,29.99100421,180.12107
8/21/2020,NB Search - Bing,839.35,1251,63,13.32301587,0.050359712,0.111111,27,3,31.08703704,279.7833333
8/21/2020,NB Search - Google,60710.74,17376,1691,35.90227085,0.09731814,0.07381,840,62,72.27469048,979.2054839
8/21/2020,Prospecting - Discovery,0,0,0,0,0,0.5,4,2,0,0
8/21/2020,Prospecting - Display,154.7,19780,127,1.218110236,0.006420627,0,0,0,0,0
8/21/2020,Prospecting - Facebook,0,0,0,0,0,0,1,0,0,0
8/21/2020,Prospecting - Native,0,0,0,0,0,0.25,4,1,0,0
8/21/2020,Prospecting - Twitter,0,0,0,0,0,0,0,1,0,0
8/21/2020,Prospecting - YouTube,0,0,0,0,0,0,2,0,0,0
8/21/2020,RT - Discovery,1129.1085,56451,307,3.67787785,0.005438345,0.153846,13,2,86.8545,564.55425
8/21/2020,RT - Display,980.17,59044,242,4.050289256,0.004098638,0.166667,6,1,163.3616667,980.17
8/21/2020,RT - Facebook,10197.98,536696,1008,10.11704365,0.001878158,0.034091,88,3,115.8861364,3399.326667
8/21/2020,RT - Native,0,0,0,0,0,0,1,0,0,0
8/22/2020,Brand Search - Bing,3114.2,3915,477,6.528721174,0.12183908,0.184397,141,26,22.08652482,119.7769231
8/22/2020,Brand Search - Google,59351.18,9196,4813,12.33143154,0.52337973,0.121041,2305,279,25.74888503,212.7282437
8/22/2020,NB Search - Bing,367.16,823,25,14.6864,0.030376671,0.142857,7,1,52.45142857,367.16
8/22/2020,NB Search - Google,34377.01,12300,1091,31.50963336,0.088699187,0.054545,550,30,62.50365455,1145.900333
8/22/2020,Prospecting - Discovery,0,0,0,0,0,0.166667,6,1,0,0
8/22/2020,Prospecting - Display,150.06,23528,134,1.119850746,0.005695342,0,0,0,0,0
8/22/2020,Prospecting - Native,0,0,0,0,0,0,2,0,0,0
8/22/2020,Prospecting - YouTube,0,0,0,0,0,0,1,0,0,0
8/22/2020,RT - Discovery,1455.4004,96085,682,2.134018182,0.007097882,0.08,25,2,58.216016,727.7002
8/22/2020,RT - Display,1123.08,110620,397,2.828916877,0.003588863,0,11,0,102.0981818,0
8/22/2020,RT - Facebook,9756.26,556571,968,10.07878099,0.001739221,0.010753,93,1,104.9060215,9756.26
8/22/2020,RT - YouTube,0,0,0,0,0,0,0,0,0,0
8/23/2020,Brand Search - Bing,2619.21,3707,404,6.483193069,0.108983005,0.114754,122,14,21.46893443,187.0864286
8/23/2020,Brand Search - Google,40396.96,7076,3571,11.3125063,0.504663652,0.100953,1783,180,22.65673584,224.4275556
8/23/2020,NB Search - Bing,494.5,820,35,14.12857143,0.042682927,0,9,0,54.94444444,0
8/23/2020,NB Search - Google,25808.14,10992,969,26.63378741,0.088155022,0.052966,472,25,54.67826271,1032.3256
8/23/2020,Prospecting - Discovery,0,0,0,0,0,0.5,2,1,0,0
8/23/2020,Prospecting - Display,150.42,24407,148,1.016351351,0.006063834,0,0,0,0,0
8/23/2020,Prospecting - Native,0,0,0,0,0,0.2,5,1,0,0
8/23/2020,Prospecting - Twitter,0,0,0,0,0,0,1,0,0,0
8/23/2020,RT - Discovery,1313.5017,68085,503,2.611335388,0.007387824,0.157895,19,3,69.13166842,437.8339
8/23/2020,RT - Display,1088.36,87262,358,3.040111732,0.004102588,0,10,0,108.836,0
8/23/2020,RT - Facebook,10129.31,606921,1060,9.55595283,0.001746521,0.024691,81,2,125.0532099,5064.655
8/23/2020,RT - Native,0,0,0,0,0,0,0,0,0,0
8/24/2020,Brand Search - Bing,5469.66,7748,809,6.761013597,0.104414042,0.162162,185,30,29.56572973,182.322
8/24/2020,Brand Search - Google,85830.005,14073,6952,12.34608818,0.493995594,0.121015,3074,372,27.92127684,230.7258199
8/24/2020,NB Search - Bing,1303.36,1608,92,14.16695652,0.05721393,0.027027,37,1,35.22594595,1303.36
8/24/2020,NB Search - Google,56287.24,19069,1817,30.97811778,0.095285542,0.093968,862,81,65.29842227,694.9041975
8/24/2020,Prospecting - Discovery,0,0,0,0,0,1,1,1,0,0
8/24/2020,Prospecting - Display,147.71,17959,118,1.251779661,0.006570522,1,1,1,147.71,147.71
8/24/2020,Prospecting - Facebook,0,0,0,0,0,0,0,0,0,0
8/24/2020,Prospecting - Native,0,0,0,0,0,0.142857,7,1,0,0
8/24/2020,Prospecting - YouTube,0,0,0,0,0,0,2,0,0,0
8/24/2020,RT - Discovery,1086.5446,61040,399,2.723169424,0.006536697,0.064516,31,2,35.04982581,543.2723
8/24/2020,RT - Display,1001.14,88066,279,3.588315412,0.003168078,0.111111,9,1,111.2377778,1001.14
8/24/2020,RT - Facebook,10322.59,618662,1011,10.21027695,0.001634172,0.012821,78,1,132.3408974,10322.59
8/24/2020,RT - Native,0,0,0,0,0,0,0,0,0,0
8/25/2020,Brand Search - Bing,6218.19,9993,881,7.058104427,0.088161713,0.105,200,21,31.09095,296.1042857
8/25/2020,Brand Search - Google,77470.9665,12822,6345,12.20976619,0.494852597,0.12469,2823,352,27.44277949,220.087973
8/25/2020,NB Search - Bing,1123.87,1531,78,14.40858974,0.050947093,0.029412,34,1,33.055,1123.87
8/25/2020,NB Search - Google,50002.82,18530,1644,30.41534063,0.088720993,0.062654,814,51,61.4285258,980.447451
8/25/2020,Prospecting - Discovery,0,0,0,0,0,1,2,2,0,0
8/25/2020,Prospecting - Display,147.48,25587,116,1.27137931,0.004533552,0,0,0,0,0
8/25/2020,Prospecting - Facebook,0,0,0,0,0,0,0,0,0,0
8/25/2020,Prospecting - Native,0,0,0,0,0,0,4,0,0,0
8/25/2020,RT - Discovery,1496.7475,71618,527,2.840128083,0.007358485,0.032258,31,1,48.28217742,1496.7475
8/25/2020,RT - Display,597.9708,41040,207,2.888747826,0.00504386,0.333333,6,2,99.6618,298.9854
8/25/2020,RT - Facebook,10127.99,583867,1082,9.360434381,0.001853162,0.044444,90,4,112.5332222,2531.9975
8/26/2020,Brand Search - Bing,5542.37,5594,703,7.883883357,0.125670361,0.134409,186,25,29.79768817,221.6948
8/26/2020,Brand Search - Google,76641.48,12545,6190,12.38149919,0.493423675,0.131427,2762,363,27.74854453,211.1335537
8/26/2020,NB Search - Bing,891.94,1347,64,13.9365625,0.047512992,0.086957,23,2,38.78,445.97
8/26/2020,NB Search - Google,47114.93,17448,1568,30.04778699,0.089867033,0.074803,762,57,61.8306168,826.5777193
8/26/2020,Prospecting - Discovery,0,0,0,0,0,0.75,4,3,0,0
8/26/2020,Prospecting - Display,146.19,34374,119,1.228487395,0.003461919,0,0,0,0,0
8/26/2020,Prospecting - Facebook,0,0,0,0,0,0,1,0,0,0
8/26/2020,Prospecting - Native,0,0,0,0,0,0.428571,7,3,0,0
8/26/2020,RT - Discovery,1277.0413,58114,421,3.033352257,0.007244382,0.088235,34,3,37.56003824,425.6804333
8/26/2020,RT - Display,236.892,20717,147,1.611510204,0.007095622,0.333333,6,2,39.482,118.446
8/26/2020,RT - Facebook,10156.94,614010,1100,9.233581818,0.001791502,0.037975,79,3,128.5688608,3385.646667
8/26/2020,RT - Native,0,0,0,0,0,0,1,0,0,0
8/27/2020,Brand Search - Bing,5772.92,7015,831,6.946955475,0.118460442,0.121212,198,24,29.15616162,240.5383333
8/27/2020,Brand Search - Google,86885.23,13116,6714,12.94090408,0.51189387,0.136612,2928,400,29.67391735,217.213075
8/27/2020,NB Search - Bing,909.15,1503,63,14.43095238,0.041916168,0.111111,27,3,33.67222222,303.05
8/27/2020,NB Search - Google,46712.55,17144,1540,30.33282468,0.089827345,0.073529,748,55,62.44993316,849.3190909
8/27/2020,Prospecting - Discovery,0,0,0,0,0,0.666667,3,2,0,0
8/27/2020,Prospecting - Display,146.14,27711,111,1.316576577,0.00400563,0,0,0,0,0
8/27/2020,Prospecting - Facebook,0,0,0,0,0,0,0,0,0,0
8/27/2020,Prospecting - Native,0,0,0,0,0,0,6,0,0,0
8/27/2020,Prospecting - YouTube,0,0,0,0,0,1,1,1,0,0
8/27/2020,RT - Discovery,1803.1212,93076,732,2.463280328,0.007864541,0.066667,30,2,60.10404,901.5606
8/27/2020,RT - Display,245.9255,22272,169,1.455180473,0.007588003,0,2,0,122.96275,0
8/27/2020,RT - Facebook,10309.9502,588082,1064,9.68980282,0.001809272,0.013889,72,1,143.1937528,10309.9502
8/27/2020,RT - Native,0,0,0,0,0,0,0,0,0,0
8/28/2020,Brand Search - Bing,5998.76,10658,946,6.341183932,0.088759617,0.173913,184,32,32.60195652,187.46125
8/28/2020,Brand Search - Google,89155.2635,13602,6919,12.88557067,0.508675195,0.160067,2980,477,29.91787366,186.9083092
8/28/2020,NB Search - Bing,841.22,1334,56,15.02178571,0.04197901,0.190476,21,4,40.05809524,210.305
8/28/2020,NB Search - Google,43713.12,16651,1435,30.46210453,0.08618101,0.09931,725,72,60.29395862,607.1266667
8/28/2020,Prospecting - Discovery,0,0,0,0,0,0.6,5,3,0,0
8/28/2020,Prospecting - Display,146.51,25207,120,1.220916667,0.004760582,0,0,0,0,0
8/28/2020,Prospecting - Facebook,0,0,0,0,0,0,0,0,0,0
8/28/2020,Prospecting - Native,0,0,0,0,0,0,1,0,0,0
8/28/2020,Prospecting - Twitter,0,0,0,0,0,0,1,0,0,0
8/28/2020,RT - Discovery,947.6905,41079,428,2.21423014,0.010418949,0.125,32,4,29.61532813,236.922625
8/28/2020,RT - Display,223.6562,17029,145,1.542456552,0.008514886,1,1,1,223.6562,223.6562
8/28/2020,RT - Facebook,10839.49,616225,1083,10.0087627,0.001757475,0.041667,72,3,150.5484722,3613.163333
8/28/2020,RT - Native,0,0,0,0,0,0,0,0,0,0
8/29/2020,Brand Search - Bing,4020.83,10815,689,5.83574746,0.063707813,0.189781,137,26,29.34912409,154.6473077
8/29/2020,Brand Search - Google,59881.7142,9089,4735,12.64661335,0.520959401,0.137324,2272,312,26.35638829,191.9285712
8/29/2020,NB Search - Bing,535.54,1015,37,14.47405405,0.036453202,0.0625,16,1,33.47125,535.54
8/29/2020,NB Search - Google,24408,11581,911,26.79253568,0.078663328,0.061466,423,26,57.70212766,938.7692308
8/29/2020,Prospecting - Discovery,0,0,0,0,0,0,2,0,0,0
8/29/2020,Prospecting - Display,128.89,17610,113,1.140619469,0.006416809,0,0,0,0,0
8/29/2020,Prospecting - Facebook,0,0,0,0,0,0.5,2,1,0,0
8/29/2020,Prospecting - Native,0,0,0,0,0,0,3,0,0,0
8/29/2020,RT - Discovery,1243.1489,61780,584,2.128679623,0.009452897,0,18,0,69.06382778,0
8/29/2020,RT - Display,247.1884,15790,157,1.574448408,0.009943002,0.5,2,1,123.5942,247.1884
8/29/2020,RT - Facebook,10838.72,622856,1182,9.169813875,0.00189771,0.035294,85,3,127.5143529,3612.906667
8/30/2020,Brand Search - Bing,3211.91,9266,525,6.11792381,0.056658752,0.086614,127,11,25.29062992,291.9918182
8/30/2020,Brand Search - Google,40466.73,7329,3541,11.4280514,0.483149134,0.118399,1799,213,22.49401334,189.9846479
8/30/2020,NB Search - Bing,455.08,1055,36,12.64111111,0.034123223,0.1,20,2,22.754,227.54
8/30/2020,NB Search - Google,24218.61,31916,1474,16.43053596,0.046183732,0.03163,411,13,58.92605839,1862.97
8/30/2020,Prospecting - Discovery,0,0,0,0,0,0,1,0,0,0
8/30/2020,Prospecting - Facebook,0,0,0,0,0,0,1,0,0,0
8/30/2020,Prospecting - Native,0,0,0,0,0,0,1,0,0,0
8/30/2020,Prospecting - YouTube,0,0,0,0,0,0,1,0,0,0
8/30/2020,RT - Discovery,876.1291,56291,616,1.4222875,0.010943135,0.035714,28,1,31.290325,876.1291
8/30/2020,RT - Display,239.0715,13570,164,1.457753049,0.012085483,0.5,2,1,119.53575,239.0715
8/30/2020,RT - Facebook,10026.87,615091,1083,9.258421053,0.001760715,0.029851,67,2,149.6547761,5013.435
8/30/2020,RT - Native,0,0,0,0,0,0,1,0,0,0
8/31/2020,Brand Search - Bing,5885.8,11143,925,6.363027027,0.083011756,0.138655,238,33,24.7302521,178.3575758
8/31/2020,Brand Search - Google,94425.2194,15016,7569,12.47525689,0.504062334,0.13524,3357,454,28.12785803,207.9850648
8/31/2020,NB Search - Bing,1231.92,1770,89,13.84179775,0.050282486,0.075,40,3,30.798,410.64
8/31/2020,NB Search - Google,53546.36,102516,5596,9.568684775,0.054586601,0.082007,817,67,65.54022032,799.199403
8/31/2020,Prospecting - Discovery,0,0,0,0,0,0.666667,3,2,0,0
8/31/2020,Prospecting - Facebook,0,0,0,0,0,0,0,1,0,0
8/31/2020,Prospecting - Native,0,0,0,0,0,0,0,0,0,0
8/31/2020,Prospecting - Twitter,0,0,0,0,0,0,2,0,0,0
8/31/2020,Prospecting - YouTube,0,0,0,0,0,0,3,0,0,0
8/31/2020,RT - Discovery,592.7612,27954,316,1.875826582,0.011304286,0.1,10,1,59.27612,592.7612
8/31/2020,RT - Display,179.6609,12939,138,1.30189058,0.01066543,0,5,0,35.93218,0
8/31/2020,RT - Facebook,10253.3799,628504,1093,9.380951418,0.00173905,0.054945,91,5,112.6745044,2050.67598
9/1/2020,Brand Search - Bing,5764.85,24085,1106,5.212341772,0.045920698,0.111607,224,25,25.7359375,230.594
9/1/2020,Brand Search - Google,88112.5522,14560,7211,12.21918627,0.495260989,0.149749,3192,478,27.60418302,184.3358833
9/1/2020,NB Search - Bing,1059.99,1951,73,14.52041096,0.037416709,0.032258,31,1,34.19322581,1059.99
9/1/2020,NB Search - Google,71529.5,20536,1817,39.36681343,0.088478769,0.06823,938,64,76.25746269,1117.648438
9/1/2020,Prospecting - Discovery,8033.1609,581145,3469,2.315699308,0.00596925,0.046296,108,5,74.38111944,1606.63218
9/1/2020,Prospecting - Facebook,2022.28,122607,432,4.681203704,0.003523453,0.020134,149,3,13.57234899,674.0933333
9/1/2020,Prospecting - Native,0,0,0,0,0,0.5,2,1,0,0
9/1/2020,Prospecting - YouTube,0,0,0,0,0,0.333333,3,1,0,0
9/1/2020,RT - Discovery,3530.1248,284449,2664,1.325121922,0.009365475,0.081081,37,3,95.40877838,1176.708267
9/1/2020,RT - Display,1203.87,50663,227,5.30339207,0.004480587,0.166667,6,1,200.645,1203.87
9/1/2020,RT - Facebook,8635.5101,493900,866,9.97172067,0.001753391,0.055556,72,4,119.9376403,2158.877525
9/1/2020,RT - Native,0,0,0,0,0,0.5,2,1,0,0
9/1/2020,RT - YouTube,2239.3351,74661,393,5.69805369,0.005263792,0,0,0,0,0
9/1/2020,Smart Display,5.709,1869,11,0.519,0.0058855,0,0,0,0,0
9/2/2020,Brand Search - Bing,5730.19,33436,1200,4.775158333,0.03588946,0.136364,198,27,28.94035354,212.2292593
9/2/2020,Brand Search - Google,82698.2,13704,6856,12.06216453,0.500291886,0.132795,3095,411,26.71993538,201.2121655
9/2/2020,Monetization ,904.7698,175737,1550,0.583722452,0.008819998,0,0,0,0,0
9/2/2020,NB Search - Bing,990.29,1707,70,14.147,0.041007616,0,28,0,35.3675,0
9/2/2020,NB Search - Google,50496.35,16973,1512,33.39705688,0.089082661,0.085434,714,61,70.72317927,827.8090164
9/2/2020,Prospecting - Discovery,8689.2484,584752,4481,1.939131533,0.007663078,0,127,0,68.41927874,0
9/2/2020,Prospecting - Facebook,5037.57,320343,946,5.32512685,0.002953085,0.013986,286,4,17.61388112,1259.3925
9/2/2020,Prospecting - Native,1802.96,0,3591,0.502077416,0.002462909,0,17,0,106.0564706,0
9/2/2020,Prospecting - YouTube,0,0,0,0,0,0,5,0,0,0
9/2/2020,RT - Discovery,3941.2564,202241,1952,2.01908627,0.009651851,0.068182,44,3,89.57400909,1313.752133
9/2/2020,RT - Display,2616.67,165027,484,5.406342975,0.002932853,0.105263,19,2,137.7194737,1308.335
9/2/2020,RT - Facebook,8365.6599,508569,873,9.582657388,0.001716581,0.067568,74,5,113.0494581,1673.13198
9/2/2020,RT - Native,4.32,0,2,2.16,0.003703704,0,0,0,0,0
9/2/2020,RT - YouTube,3387.5223,91709,479,7.072071608,0.005223042,0,0,0,0,0
9/2/2020,Smart Display,3040.8947,750528,3495,0.870070014,0.004656722,0,0,0,0,0
9/3/2020,Brand Search - Bing,6112.73,34559,1227,4.981850041,0.0355045,0.161435,223,36,27.41134529,169.7980556
9/3/2020,Brand Search - Google,95703.57,14631,7516,12.7333116,0.51370378,0.163631,3239,530,29.54725841,180.5727736
9/3/2020,Monetization ,920.4,230328,1451,0.634321158,0.006299712,0,0,0,0,0
9/3/2020,NB Search - Bing,953.38,1457,64,14.8965625,0.043925875,0.136364,22,3,43.33545455,317.7933333
9/3/2020,NB Search - Google,50796.09,17740,1632,31.12505515,0.09199549,0.080255,785,63,64.7083949,806.2871429
9/3/2020,Prospecting - Discovery,7493.6879,441597,5037,1.48772839,0.011406327,0.024194,124,3,60.43296694,2497.895967
9/3/2020,Prospecting - Facebook,5802,363513,1007,5.761668322,0.00277019,0.038023,263,10,22.0608365,580.2
9/3/2020,Prospecting - Native,2130.02,0,3396,0.62721437,0.002536496,0.090909,11,1,193.6381818,2130.02
9/3/2020,Prospecting - Twitter,0,0,0,0,0,0,2,0,0,0
9/3/2020,Prospecting - YouTube,0,0,0,0,0,0,1,0,0,0
9/3/2020,RT - Discovery,3652.8121,195079,1834,1.991718702,0.009401319,0.086207,58,5,62.97951897,730.56242
9/3/2020,RT - Display,3349.72,164193,527,6.356204934,0.003209637,0.2,20,4,167.486,837.43
9/3/2020,RT - Facebook,8189.12,491228,832,9.842692308,0.001693715,0.060241,83,5,98.66409639,1637.824
9/3/2020,RT - Native,32.35,0,15,2.156666667,0.00445236,0,2,0,16.175,0
9/3/2020,RT - YouTube,3083.4456,80167,389,7.926595373,0.004852371,0,0,0,0,0
9/3/2020,Smart Display,1579.6757,345010,1182,1.336443063,0.003425988,0,1,0,1579.6757,0
9/4/2020,Brand Search - Bing,6702.45,29583,1177,5.694519966,0.039786364,0.16087,230,37,29.14108696,181.1472973
9/4/2020,Brand Search - Google,99548.7209,14820,7537,13.2080033,0.508569501,0.179043,3178,569,31.32433005,174.9538153
9/4/2020,Monetization ,907.42,141594,1439,0.630590688,0.01016286,0,0,0,0,0
9/4/2020,NB Search - Bing,870.51,1375,58,15.0087931,0.042181818,0.1,20,2,43.5255,435.255
9/4/2020,NB Search - Google,44407.7,16032,1527,29.08166339,0.095247006,0.08484,719,61,61.76314325,727.995082
9/4/2020,Prospecting - Discovery,6067.0824,410934,3908,1.552477584,0.009510043,0.045872,109,5,55.66130642,1213.41648
9/4/2020,Prospecting - Facebook,4948.87,306666,785,6.304292994,0.002559788,0.028436,211,6,23.45436019,824.8116667
9/4/2020,Prospecting - Native,2237.04,0,3414,0.655254833,0.002864719,0,15,0,149.136,0
9/4/2020,Prospecting - YouTube,0,0,0,0,0,0,5,0,0,0
9/4/2020,RT - Discovery,3366.5658,174043,1579,2.13208727,0.009072471,0.022727,44,1,76.51285909,3366.5658
9/4/2020,RT - Display,2573.43,151614,447,5.757114094,0.002948277,0.095238,21,2,122.5442857,1286.715
9/4/2020,RT - Facebook,5114.52,301243,548,9.333065693,0.001819129,0.035714,56,2,91.33071429,2557.26
9/4/2020,RT - Native,26.47,0,12,2.205833333,0.003583159,0.4,5,2,5.294,13.235
9/4/2020,RT - YouTube,2609.5578,71640,327,7.980299083,0.004564489,0,0,0,0,0
9/4/2020,Smart Display,1036.8782,396513,2227,0.465594163,0.005616462,0,2,0,518.4391,0
9/5/2020,Brand Search - Bing,2973,21531,689,4.314949202,0.032000372,0.140741,135,19,22.02222222,156.4736842
9/5/2020,Brand Search - Google,59954.3453,9186,4685,12.79708544,0.510015241,0.146673,2059,302,29.11818616,198.5243222
9/5/2020,Monetization ,896.8,150140,1371,0.65412108,0.009131477,0,0,0,0,0
9/5/2020,NB Search - Bing,410.47,822,30,13.68233333,0.03649635,0.166667,12,2,34.20583333,205.235
9/5/2020,NB Search - Google,32069.61,11115,988,32.45911943,0.088888889,0.077844,501,39,64.0111976,822.2976923
9/5/2020,Prospecting - Discovery,9857.7159,682519,5736,1.718569718,0.008404162,0,147,0,67.05929184,0
9/5/2020,Prospecting - Facebook,4152.1,234436,657,6.31978691,0.002802471,0.010582,189,2,21.96878307,2076.05
9/5/2020,Prospecting - Native,1970.32,0,3048,0.646430446,0.00337107,0,18,0,109.4622222,0
9/5/2020,Prospecting - YouTube,0,0,0,0,0,1,1,1,0,0
9/5/2020,RT - Discovery,3628.0828,209031,1963,1.848233724,0.009390952,0.081081,37,3,98.05629189,1209.360933
9/5/2020,RT - Display,3563.67,143893,568,6.274066901,0.003947378,0.037037,27,1,131.9877778,3563.67
9/5/2020,RT - Facebook,2875.85,156326,268,10.73078358,0.001714366,0.083333,24,2,119.8270833,1437.925
9/5/2020,RT - Native,21.9,0,10,2.19,0.003573981,0,0,0,0,0
9/5/2020,RT - YouTube,2709.2945,74768,403,6.722815136,0.005390006,0,0,0,0,0
9/5/2020,Smart Display,727.3319,526770,3901,0.186447552,0.007405509,0,1,0,727.3319,0
9/6/2020,Brand Search - Bing,1993.65,20154,541,3.685120148,0.026843307,0.121951,82,10,24.31280488,199.365
9/6/2020,Brand Search - Google,36189.21,6457,3209,11.27741041,0.496980022,0.095205,1460,139,24.78713014,260.3540288
9/6/2020,Monetization ,799.97,144800,1243,0.643580048,0.008584254,0,0,0,0,0
9/6/2020,NB Search - Bing,444.22,880,31,14.32967742,0.035227273,0,17,0,26.13058824,0
9/6/2020,NB Search - Google,24187,9259,778,31.08868895,0.084026353,0.040921,391,16,61.85933504,1511.6875
9/6/2020,Prospecting - Discovery,7827.7799,742162,6108,1.28156187,0.008230009,0.016667,120,2,65.23149917,3913.88995
9/6/2020,Prospecting - Facebook,3645.67,217612,579,6.296493955,0.002660699,0.023669,169,4,21.57201183,911.4175
9/6/2020,Prospecting - Native,1973,0,2978,0.662525185,0.0037514,0,19,0,103.8421053,0
9/6/2020,Prospecting - Twitter,0,0,0,0,0,0,1,0,0,0
9/6/2020,Prospecting - YouTube,0,0,0,0,0,0,3,0,0,0
9/6/2020,RT - Discovery,3577.2896,256263,2385,1.499911782,0.009306845,0,31,0,115.3964387,0
9/6/2020,RT - Display,2968.53,134319,515,5.764135922,0.003834156,0.076923,13,1,228.3484615,2968.53
9/6/2020,RT - Facebook,2904.67,161353,263,11.04437262,0.001629967,0.045455,44,2,66.01522727,1452.335
9/6/2020,RT - Native,15.74,0,9,1.748888889,0.003353204,0,0,0,0,0
9/6/2020,RT - YouTube,2097.4865,55718,326,6.434007669,0.005850892,0,0,0,0,0
9/6/2020,Smart Display,462.4529,236659,2142,0.215897712,0.009050997,0,4,0,115.613225,0
9/7/2020,Brand Search - Bing,3090.4,21244,682,4.531378299,0.032103182,0.161017,118,19,26.18983051,162.6526316
9/7/2020,Brand Search - Google,48494.64,8039,4004,12.11154845,0.498071899,0.083474,1773,148,27.35174281,327.6664865
9/7/2020,Monetization ,751.25,138058,1222,0.614770867,0.008851352,0,0,0,0,0
9/7/2020,NB Search - Bing,322.53,1019,23,14.02304348,0.022571148,0.111111,9,1,35.83666667,322.53
9/7/2020,NB Search - Google,30546.76,10971,973,31.39440904,0.08868836,0.046784,513,24,59.54534113,1272.781667
9/7/2020,Prospecting - Discovery,7506.3695,520229,4925,1.524135939,0.009466985,0.034247,146,5,51.41348973,1501.2739
